case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt
1461405,"Sam's Chevron","Kyrene Arbid, LLC","505 W. Warner Road","Tempe","AZ","85284","445120","Convenience Stores",3,770,2,8664.47,2,"2005-06-01","2007-05-31",3,"RW",8664.47,2,0,8664.47,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1524304,"Laser RX Spa & Laser Center","LASERRXAZ LLC","16255 N. Scottsdale Rd., #C-4","Scottsdale","AZ","85254","81219","Other Personal Care Services",2,0,1,4368,1,"2007-03-01","2008-08-31",2,"N/A",4368,1,0,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1373789,"Danny White Painting","Danny White Painting, Inc.","2250 W. Desert Cove","Phoenix","AZ","85029","238320","Painting and Wall Covering Contractors",48,0,47,65528.74,47,"2003-01-01","2004-10-24",48,"N/A",65528.74,47,0,65528.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1582232,"Ninja Sushi","Ninja Sushi","1400 E. 16th Street","Yuma","AZ","85365","722110","Full-Service Restaurants",10,0,9,8886.64,9,"2009-12-21","2010-07-11",10,"N/A",8886.64,9,0,8886.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1498563,"Sam's Chevron","Chandler Arbid, LLC","5002 E. Chandler Blvd.","Phoenix","AZ","85048","44711","Gasoline Stations with Convenience Stores",4,1155,3,1409.46,3,"2005-06-01","2007-05-31",4,"RW",1409.46,3,0,1409.46,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1498862,"Footework Incorporated","Footework Inc.","6529 E. 2nd Street","Prescott Valley","AZ","86314","54119","Other Legal Services",22,0,21,5297.63,21,"2006-03-07","2008-04-08",22,"N/A",5297.63,21,0,5297.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1679063,"Classic Auto Wash","Classic Auto Wash, LLC","13847 W Camino Del Sol","Sun City West","AZ","85375","811192","Car Washes",0,0,0,0,0,"2011-03-27","2013-03-09",0,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1310254,"Transporte Superior","Transporte Superior","2903 W. Van Buren, #6","Phoenix","AZ","85008","485999","All Other Transit and Ground Passenger Transportation",40,0,39,25364.63,38,"2002-06-09","2004-03-31",40,"N/A",25364.63,38,24013.23,1351.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1666014,"Picture Perfect Installation","Picture Perfect Installation, Inc","3250 S Fairlane","Tempe","AZ","85282","238210","Electrical Contractors and Other Wiring Installation Contractors",47,0,46,34175,46,"2010-11-01","2012-10-31",47,"N/A",34175,46,0,34175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-19 01:00:04.033000 AMERICA/NEW_YORK"
1496403,"Carlson Masonry, Inc.","Carlson Masonry, Inc.","1747 S. Holbrook Lane","Tempe","AZ","85281","238140","Masonry Contractors",0,0,0,0,0,"2005-11-10","2007-11-09",0,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1503137,"Fresh Harvest, Inc.","Fresh Harvest, Inc.","17815 South Hwy 95","Somerton","AZ","85350","11511","Support Activities for Crop Production",0,0,0,0,0,"2006-11-01","2008-01-16",0,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1563054,"Sun State Steel","Sun State Steele LLC","4124 W. Broadway Rd.","Phoenix","AZ","85041","23812","Structural Steel and Precast Concrete Contractors",55,0,27,18964.74,3,"2009-08-22","2010-01-30",37,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18964.74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1525065,"Graham County Rehabilitation Center","Graham County Rehabilitation Center","502 Main Street","Safford","AZ","85548","624310","Vocational Rehabilitation Services",31,0,31,48871.57,31,"2007-10-01","2008-07-15",0,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,48871.57,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1486682,"Hualapai Ranch","Natalie-Ann Miners, LLC","PO Box 1105","Black Canyon City","AZ","85324","721214","Recreational and Vacation Camps (except Campgrounds)",61,0,58,7533.92,58,"2006-03-01","2008-02-29",61,"N/A",7533.92,58,409.58,7124.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1486752,"Elite Collision Center","Elite Collision Center, Inc.","8139 S. Priest Drive #101","Tempe","AZ","85284","811121","Automotive Body, Paint, and Interior Repair and Maintenance",3,0,2,1112.55,2,"2006-05-01","2008-04-30",3,"N/A",1112.55,2,0,1112.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1370546,"Gorilla Fuel Company","Gorilla Fuel, LLC","1425 S. Clark Drive","Tempe","AZ","85281","454319","Other Fuel Dealers",2,0,2,8123.46,2,"2002-11-17","2004-11-16",2,"N/A",8123.46,2,0,8123.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1384797,"Rosati's of Scottsdale","Rosati's of Scottsdale, Inc.","7119 E. Shea #108","Scottsdale","AZ","85254","722211","Limited-Service Restaurants",6,0,5,5041.8,5,"2002-09-29","2004-09-26",6,"N/A",5041.8,5,0,5041.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1488740,"Party City #359","Party City of Arizona, Inc.","5031 E. Ray Road","Phoenix","AZ","85044","452112","Discount Department Stores",18,0,17,653.97,17,"2006-04-01","2008-03-31",18,"N/A",653.97,17,0,653.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1488820,"Courmatt/Spiral Designs","Courmatt International, Inc.","2117 S. 48th Street, Suite 105","Tempe","AZ","85282","333210","Sawmill and Woodworking Machinery Manufacturing",3,0,2,1943.1,2,"2006-10-28","2008-10-27",3,"N/A",1943.1,2,0,1943.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1490371,"Alta Vista Veterinary Hospital","Alta Vista Veterinary Hospital, LLC","4706 N. 7th Avenue","Phoenix","AZ","85013","81291","Pet Care (except Veterinary) Services",36,0,35,11918.11,35,"2006-11-01","2008-10-31",36,"N/A",11918.11,35,0,11918.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1510054,"Mi Casa Nursing Center","Lifecare Centers of America, Inc.","330 S. Pinnule Circle","Mesa","AZ","85206","623110","Nursing Care Facilities",0,0,0,0,0,"2006-07-09","2008-07-08",0,"N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1510067,"Siderno Italian Bakery","Siderno Italian Bakery, Inc.","5140 W. Van Buren","Phoenix","AZ","85043","311812","Commercial Bakeries",2,0,1,4193.28,1,"2006-04-01","2008-03-31",2,"R",4193.28,1,0,4193.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1510074,"El Guero Canelo","El Guero Canelo Placita, Inc.","2480 N. Oracle Road, Suite 130","Tucson","AZ","85705","722110","Full-Service Restaurants",17,0,17,640,17,"2006-04-15","2008-04-15",17,"R",640,17,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
1338615,"National Polymer Systems","National Polymer Systems","24820 N 16th Ave Bldg #2, Office # 160B","Phoenix","AZ","85027","238330","Flooring Contractors",46,0,46,31581.79,44,"2002-08-06","2004-08-05",46,"N/A",31581.79,44,0,31581.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015-02-20 01:00:06.112000 AMERICA/NEW_YORK"
